id,vehicle_type,city
3232,car,Rome
642,car,London
3683,car,Milan
6408,car,Milan
3423,car,Rome
6506,car,Milan
4743,motorcycle,Rome
756,car,Milan
4258,car,Madrid
3516,motorcycle,Milan
3352,car,London
4911,car,London
3746,car,Rome
503,car,Milan
2017,car,Milan
765,car,Rome
6066,car,Milan
3999,car,London
5983,car,Rome
5317,car,Milan
1788,car,Milan
7783,car,Rome
4660,car,Rome
8438,van,Rome
7189,car,Rome
1374,motorcycle,Milan
7963,car,Milan
349,car,Milan
8279,car,Rome
3841,car,Madrid
2847,car,Rome
2676,car,Milan
5449,car,Rome
1481,car,Rome
6687,motorcycle,Madrid
1165,car,Milan
3609,van,Rome
5363,van,Madrid
273,car,Milan
4057,car,Milan
319,car,Milan
1823,car,Madrid
3973,car,Rome
3846,car,Madrid
8434,car,Rome
8621,motorcycle,Milan
3334,car,Rome
3649,car,Milan
2634,car,Madrid
6347,car,Rome
1296,car,Rome
187,car,Rome
7940,car,Rome
2574,car,Milan
3688,car,London
3107,car,Milan
8137,car,Rome
6187,car,Rome
6096,car,London
5820,motorcycle,Milan
1071,car,Rome
5596,car,London
2926,car,Rome
3040,car,London
5146,car,Milan
705,car,London
8351,car,Rome
1581,car,Rome
2555,car,Milan
7684,motorcycle,Milan
3136,car,Milan
8432,motorcycle,London
711,car,Rome
3299,van,Milan
238,car,London
6488,car,Milan
7816,motorcycle,Rome
4933,car,London
424,car,London
8203,car,Rome
5230,car,Milan
6377,car,Milan
200,motorcycle,Rome
198,car,London
5766,car,London
1834,car,Milan
3017,car,Milan
7981,car,Rome
2830,car,Milan
7151,car,Rome
6771,car,London
7545,car,Rome
6214,car,Rome
8243,car,Madrid
4980,car,Rome
6017,motorcycle,Milan
1012,car,London
6375,motorcycle,Milan
1619,car,London
8196,motorcycle,Rome
2766,car,Milan
3445,car,London
6383,car,Rome
3680,car,Milan
8087,motorcycle,Milan
3074,car,Rome
6297,car,Milan
92,car,Rome
8425,car,Milan
4731,car,Milan
1868,motorcycle,Milan
1076,car,Rome
305,car,Milan
4908,car,Milan
1191,car,Rome
3221,car,Milan
4242,car,London
7796,car,Milan
3360,car,Milan
8295,car,London
4066,car,Milan
4287,car,Rome
2092,car,Milan
6782,car,Milan
384,car,London
6436,car,Rome
6003,car,London
4825,car,Milan
2948,car,London
7128,car,Rome
4112,car,Milan
7124,car,Milan
1611,car,Rome
6285,car,Milan
4674,car,Milan
5985,car,Milan
5611,van,Milan
8401,van,London
3076,car,Rome
1136,motorcycle,Milan
2130,car,Rome
1669,car,Rome
1989,motorcycle,Milan
8435,car,Madrid
2226,car,Milan
2035,car,Milan
2668,car,London
3658,van,Rome
1905,motorcycle,Rome
704,car,Madrid
2524,motorcycle,Milan
7375,car,Madrid
3663,van,Milan
2385,motorcycle,Milan
4567,car,Rome
837,car,Rome
5253,car,Milan
6542,van,London
8527,car,Milan
7898,car,Rome
6305,car,Rome
7242,car,Milan
4237,car,London
2683,car,Milan
4706,car,Milan
5422,car,Milan
6445,car,Rome
5811,car,Rome
8553,car,Milan
430,car,Milan
2027,car,London
1483,car,Rome
4476,car,Milan
8645,car,Madrid
8283,motorcycle,London
7084,car,Milan
7227,car,Milan
3578,car,Milan
1150,car,Milan
543,car,Rome
7686,car,Milan
6747,car,Rome
5787,car,Rome
4754,car,Milan
4582,car,Milan
2036,car,Madrid
8143,car,Rome
1476,car,Rome
391,motorcycle,Rome
4059,car,Rome
6525,car,Milan
4201,car,London
4590,car,Milan
897,car,Milan
3437,car,Rome
668,car,Rome
6223,car,Rome
3538,car,Milan
2898,car,London
8472,car,Milan
8222,car,Rome
3579,car,Rome
5999,motorcycle,Milan
8399,car,London
7758,motorcycle,Milan
7222,motorcycle,Milan
3263,car,Milan
995,car,Milan
3201,car,Madrid
6881,car,London
6695,car,Milan
4663,motorcycle,Madrid
6470,car,Madrid
5675,car,Madrid
4621,car,Rome
4414,car,Milan
5436,car,Madrid
4887,car,London
4896,car,Rome
174,car,Rome
7582,car,London
1332,car,Rome
2067,car,Rome
4416,car,Rome
1291,car,Milan
1595,car,Rome
5299,car,Madrid
6717,car,Milan
2166,car,Rome
828,car,Milan
7356,van,Milan
1958,car,Rome
4343,motorcycle,Milan
3075,van,Madrid
6063,car,Rome
5303,car,Rome
8482,car,Rome
7784,car,Rome
274,car,Madrid
2243,car,London
5188,car,Madrid
3859,motorcycle,London
5751,van,Milan
849,car,London
2426,car,Milan
8447,car,Rome
4065,car,Rome
6221,car,Milan
411,car,Milan
2459,motorcycle,Milan
8437,van,Milan
6406,car,Rome
5199,car,Rome
4016,car,London
4140,car,London
1590,car,Milan
2973,car,London
2809,car,London
257,motorcycle,Rome
5919,car,Milan
4001,car,Milan
1231,car,Milan
5068,car,Rome
1744,car,Milan
147,car,London
7695,car,Rome
4504,car,Rome
4612,car,Milan
7445,car,Milan
3926,car,Madrid
1608,car,London
1413,car,Milan
7024,car,Milan
2186,car,Milan
1433,car,Rome
4207,van,Milan
4046,car,London
4011,car,Rome
3451,car,Milan
8232,car,Milan
3159,car,Rome
3225,car,Rome
395,car,Rome
3154,car,Milan
7413,motorcycle,London
2174,car,Rome
7754,motorcycle,Madrid
8046,van,Madrid
6812,car,Milan
1629,car,Rome
8281,car,Milan
7869,motorcycle,London
5337,car,Milan
5131,car,Madrid
1885,van,Milan
574,car,London
8499,motorcycle,Milan
6353,car,Milan
4183,car,Rome
6620,car,Rome
2438,car,Milan
156,car,Milan
492,car,Milan
7245,motorcycle,London
4617,car,Rome
7687,car,Milan
171,car,Milan
7801,car,London
6163,car,Milan
7126,car,Milan
2015,car,Milan
8160,car,Milan
3861,van,Milan
3867,car,Milan
5900,car,Milan
1193,car,London
1839,motorcycle,Milan
6138,motorcycle,Madrid
322,car,London
2107,car,London
1478,car,Milan
8032,car,Milan
3931,car,London
8424,car,Rome
5859,car,Madrid
3901,car,London
3082,car,Milan
1265,car,London
6869,motorcycle,Milan
1684,car,Milan
7474,car,Milan
4288,car,Rome
8048,car,Milan
5197,car,Rome
3052,car,Rome
2429,car,Milan
3966,car,Milan
4947,car,Rome
4410,car,Madrid
8056,car,Milan
8029,car,Milan
2308,motorcycle,Rome
1841,car,London
4445,car,Milan
4137,car,Milan
7603,van,Madrid
2323,car,Milan
970,car,Milan
8308,car,Rome
1166,car,Rome
6384,motorcycle,London
5397,car,Rome
5739,car,London
1309,car,Rome
7461,car,Milan
6573,car,Rome
1802,car,Madrid
488,motorcycle,Milan
7655,motorcycle,Milan
3830,car,Milan
7279,motorcycle,Milan
8323,motorcycle,Milan
3721,car,Milan
7270,car,Milan
5006,car,Milan
3054,car,Milan
2597,car,Milan
7715,car,Rome
1672,car,Milan
3580,car,London
6233,car,Rome
8516,car,Rome
3055,car,Rome
4317,car,Milan
4666,car,Rome
3651,motorcycle,Madrid
4125,car,Rome
2511,car,Milan
4588,car,Rome
5633,motorcycle,Rome
6048,car,Milan
4216,car,Milan
6722,car,Madrid
4152,car,Rome
8219,motorcycle,Rome
4759,car,London
3624,car,Rome
5330,car,London
2523,car,London
456,car,London
8392,car,Madrid
103,car,Milan
1736,car,Madrid
6574,car,London
6159,car,Milan
3988,car,Milan
5989,motorcycle,Milan
8507,car,Milan
697,motorcycle,Milan
6997,car,Milan
4394,car,Milan
3005,car,Milan
3971,car,Rome
5245,car,Rome
601,motorcycle,Madrid
2443,car,Milan
3485,car,Rome
4958,car,Milan
247,car,Milan
1798,car,Madrid
5349,car,Milan
2172,car,Rome
3528,car,Rome
4988,car,Rome
2316,motorcycle,Rome
1004,car,Rome
4352,motorcycle,Milan
6307,motorcycle,Milan
6134,car,Rome
5582,car,London
8071,car,Milan
3433,car,London
5892,car,Rome
4891,car,Rome
2319,car,Milan
8158,car,Rome
4478,car,Rome
4507,car,Madrid
4625,car,Milan
2056,car,Rome
1283,car,London
1199,van,Milan
541,car,Rome
4836,car,Rome
2289,car,Milan
2615,car,Milan
2382,car,Milan
4404,car,London
1992,car,Milan
519,car,Rome
659,car,London
3940,car,Milan
1081,motorcycle,Rome
4646,car,Milan
1384,car,Milan
5236,car,Rome
3736,motorcycle,Milan
5855,car,Rome
3871,car,Rome
8165,car,Rome
6432,van,Rome
3084,car,Milan
151,car,Milan
7410,car,London
3704,car,London
3556,car,Milan
6298,car,Milan
6976,car,Milan
3796,car,Rome
980,van,Milan
5292,car,Rome
4085,car,Milan
4898,car,London
3572,car,Milan
3792,car,Rome
2392,motorcycle,Milan
5631,motorcycle,Rome
5501,car,Milan
7300,car,London
1678,car,Milan
1146,car,Madrid
953,car,Milan
8260,car,Milan
2228,motorcycle,Rome
4189,car,London
7757,motorcycle,Milan
2240,car,Rome
2094,car,Milan
3106,car,Rome
6064,car,Madrid
11,car,Milan
7560,car,Milan
8223,car,Milan
4938,car,Milan
1246,van,Rome
8625,car,London
2577,car,Rome
1462,car,Rome
2853,car,Rome
2708,car,Rome
4084,van,Rome
7312,car,Milan
7171,car,Rome
7929,car,Milan
6817,car,Milan
5629,car,Rome
7220,van,Rome
1756,car,Rome
3398,car,London
7571,van,Milan
2552,car,London
2513,motorcycle,Milan
6394,car,Milan
4610,car,Madrid
4393,car,London
682,car,Milan
388,car,Milan
5190,car,Madrid
3709,car,London
5414,motorcycle,London
5937,car,Milan
8085,motorcycle,Rome
2662,car,Milan
2530,car,Rome
3502,car,Milan
479,car,Rome
4170,car,Milan
3862,car,London
8257,car,London
2840,car,Milan
8240,car,Milan
5591,car,Milan
928,car,Milan
266,car,Milan
2136,car,Rome
698,car,Milan
7596,car,Rome
7679,car,London
6079,car,Rome
6527,car,Rome
2469,car,Rome
4362,car,Rome
5549,car,London
2897,car,Milan
2087,car,Milan
7412,car,Milan
7924,car,Rome
5957,car,Milan
7418,car,Milan
7851,car,Rome
3601,car,London
516,car,Milan
5979,car,Milan
4357,car,Rome
3809,car,London
2592,car,Rome
5736,car,Rome
7975,car,Madrid
7402,car,Milan
1056,car,Madrid
2765,car,Milan
468,motorcycle,Milan
2233,car,Madrid
4557,motorcycle,Rome
1533,car,Rome
5477,car,Milan
6368,car,Rome
3951,car,Rome
323,car,Rome
4197,car,Rome
2529,car,Milan
904,motorcycle,Milan
536,car,Rome
5054,motorcycle,Milan
888,car,Milan
4776,car,Rome
569,car,Rome
7207,car,Rome
5868,car,Milan
8130,car,London
3223,motorcycle,Milan
6043,motorcycle,Madrid
5984,car,Milan
8384,car,Milan
3234,car,London
1125,car,Rome
2234,car,Milan
6425,car,Rome
3071,car,Rome
8565,car,Rome
8004,car,Rome
7068,car,Milan
2411,car,Madrid
1739,car,Rome
7326,car,Rome
7078,car,Rome
879,car,Rome
7782,car,Milan
86,car,Milan
40,car,Rome
2377,car,Milan
6802,car,Milan
6327,car,Milan
8275,car,Rome
6287,car,Rome
3630,car,Madrid
6839,car,London
3480,motorcycle,Milan
6061,car,Madrid
4148,car,Madrid
8395,car,Milan
8159,van,Milan
5440,car,Rome
6806,motorcycle,London
8630,car,Milan
5095,car,Milan
2019,motorcycle,Milan
3457,motorcycle,Milan
8329,car,Rome
3878,car,Milan
7521,car,Milan
3098,car,Milan
175,van,Milan
7601,car,Milan
3912,car,Milan
112,car,Rome
3215,car,Milan
6891,car,Milan
115,car,Madrid
8476,car,London
2111,car,London
1218,car,Milan
8555,car,London
4030,car,Milan
4630,car,Rome
3673,car,Rome
8313,car,London
6191,motorcycle,Milan
3289,car,Milan
6517,car,Milan
4012,car,Rome
7141,car,Milan
5712,car,Milan
1503,car,Rome
4798,car,Madrid
4998,car,Rome
7041,car,Rome
5393,motorcycle,Milan
2457,car,Milan
675,car,Madrid
6441,car,Madrid
6332,car,Rome
1858,motorcycle,Milan
7907,car,Milan
2802,car,Milan
1617,car,Milan
4734,car,Milan
2281,car,Madrid
8541,motorcycle,Milan
5789,motorcycle,Milan
6439,car,London
2072,car,Milan
5875,car,Madrid
6508,car,Milan
4028,car,Rome
4143,car,Milan
3737,car,Rome
2909,car,Milan
2458,car,Rome
5368,car,London
6651,car,Milan
5760,car,Rome
5520,car,Milan
5427,car,Rome
834,car,Milan
6531,car,Madrid
6456,motorcycle,Milan
4803,motorcycle,Milan
5108,car,Rome
2077,car,Rome
6598,car,Milan
6467,car,Rome
1203,car,Milan
5922,car,Milan
3800,van,Rome
1970,car,Rome
5602,motorcycle,Milan
1400,car,London
393,van,Milan
1502,motorcycle,Rome
7962,motorcycle,Rome
6560,motorcycle,London
7895,motorcycle,Milan
5539,motorcycle,Madrid
3957,motorcycle,Madrid
155,van,Rome
4055,motorcycle,Milan
8663,car,London
2209,car,Madrid
4521,car,Rome
3576,car,Milan
660,car,Rome
6968,car,Rome
7510,car,Milan
1290,motorcycle,London
7319,motorcycle,Milan
5850,car,Rome
8188,car,Milan
8456,motorcycle,Rome
894,car,Milan
1517,car,Madrid
4560,car,London
2026,car,Rome
2404,car,Milan
8043,car,Milan
4004,car,Rome
8402,car,Madrid
2916,car,Madrid
902,motorcycle,Milan
8460,car,Milan
5431,car,London
8077,motorcycle,Milan
4190,car,Rome
4457,car,Rome
3838,car,Madrid
4451,car,Milan
8175,car,Milan
7392,car,Rome
4629,car,Rome
7780,car,Milan
4698,car,Milan
4553,car,Milan
8170,car,Milan
7983,car,Milan
8365,car,Milan
3713,car,Madrid
2740,car,Milan
3416,car,Milan
5903,car,London
5180,car,London
2627,car,Rome
5813,motorcycle,Milan
450,car,Milan
338,motorcycle,Rome
1256,car,Milan
7562,car,Milan
7029,car,London
3537,car,Rome
7559,car,Madrid
2744,car,Rome
5468,motorcycle,London
8637,car,Milan
1142,car,Rome
6543,car,Milan
8530,car,Milan
1396,car,Milan
1346,car,Milan
5083,car,Rome
8610,car,Madrid
7800,car,Milan
8128,car,London
4801,car,Milan
7509,car,Rome
4080,car,Milan
2167,car,London
5679,car,Milan
3958,car,Madrid
5264,car,Milan
3754,motorcycle,London
4111,van,London
4536,car,London
4512,car,London
6495,car,Milan
6664,car,Rome
1347,car,Milan
161,car,Rome
4150,car,Madrid
7473,motorcycle,Rome
7386,motorcycle,Rome
4509,motorcycle,Rome
1287,car,Rome
1130,motorcycle,Milan
7515,motorcycle,Rome
8672,car,Milan
6373,car,Milan
6369,motorcycle,Milan
5757,car,Rome
4459,car,Rome
5991,car,London
4205,car,London
5742,motorcycle,Rome
4826,car,Rome
5987,car,London
5022,car,Milan
4171,car,Milan
4355,car,London
3145,car,Milan
6785,car,Milan
3338,motorcycle,Milan
8412,car,London
8583,car,Milan
7152,motorcycle,Madrid
3164,car,Milan
7793,car,Milan
2748,car,Milan
236,car,Milan
2711,motorcycle,Madrid
325,car,Milan
90,car,Milan
4164,car,Milan
2085,car,Rome
1449,car,Madrid
5267,car,Milan
8073,car,Rome
1622,car,Milan
1675,motorcycle,Milan
1132,car,Milan
1070,car,Rome
8636,car,Milan
398,car,Rome
5320,car,Rome
3765,car,London
7579,car,Madrid
8662,car,Milan
754,car,London
878,car,Rome
7140,car,Rome
5510,car,Madrid
5500,car,Rome
3383,car,London
2467,van,Rome
6490,car,Rome
3172,car,Milan
4010,car,London
1228,car,Milan
579,car,Milan
3128,motorcycle,Rome
7385,motorcycle,London
4300,car,London
1866,car,Milan
8112,car,Madrid
3344,car,Rome
8440,car,Milan
5447,car,London
7134,car,Rome
3577,car,London
767,car,Milan
2842,car,Rome
6948,car,London
1310,car,London
2336,car,Milan
3249,car,Rome
3905,car,Milan
2144,car,Rome
2641,car,Rome
7866,motorcycle,Milan
4534,car,London
4522,car,Milan
3937,car,Madrid
8560,motorcycle,Madrid
1692,car,Milan
2890,motorcycle,Milan
1603,car,Madrid
6751,motorcycle,Milan
3463,car,Milan
8464,van,Rome
1690,car,Rome
3115,car,London
1172,car,Rome
7843,car,Rome
6942,car,London
7626,car,Rome
3719,car,Rome
8096,car,London
220,car,Milan
8092,car,Madrid
7251,car,Rome
5021,motorcycle,Madrid
6124,car,Madrid
5310,car,London
1388,car,London
3381,car,Milan
6909,car,London
6361,car,Milan
7316,car,Milan
6472,car,Rome
5550,motorcycle,Milan
1474,car,Rome
6010,motorcycle,Rome
4844,car,Milan
8550,car,Milan
5312,motorcycle,London
8533,car,Madrid
3370,car,London
1501,car,Rome
7561,car,Milan
5852,motorcycle,Milan
1698,motorcycle,Milan
6828,car,London
3874,motorcycle,Rome
987,car,Rome
1874,motorcycle,London
6099,car,London
4349,car,London
6541,car,Milan
7057,car,Madrid
106,car,Milan
7026,car,London
2366,car,London
3726,motorcycle,Milan
433,car,Madrid
5080,car,Milan
3101,car,Milan
525,car,Milan
6756,car,Rome
7930,car,Milan
8544,motorcycle,Milan
5149,car,London
2877,car,Rome
5491,car,Rome
5825,car,Rome
2044,car,Milan
4772,car,Rome
473,motorcycle,Rome
5207,car,Madrid
6833,car,Milan
4187,motorcycle,Milan
3661,car,London
6117,car,Milan
1003,car,Rome
427,motorcycle,London
5933,car,Milan
5693,car,Rome
1299,car,Milan
8624,car,Rome
4109,motorcycle,Milan
4469,car,Rome
6679,car,Milan
3347,car,Madrid
4761,car,Milan
6516,car,Rome
4441,car,Milan
6001,car,London
4563,motorcycle,Milan
8483,car,Milan
4305,van,Milan
6995,van,Milan
1493,car,Rome
8498,car,Milan
5000,car,Rome
6865,car,Rome
2798,motorcycle,London
143,car,Rome
5089,car,London
303,car,Milan
2329,car,Milan
4277,car,Milan
7196,car,Madrid
1077,motorcycle,Milan
2138,car,Madrid
7146,car,Milan
4487,car,Milan
3786,car,Milan
5437,car,Milan
7038,motorcycle,Milan
6041,car,London
3566,motorcycle,Milan
7618,motorcycle,Madrid
3256,car,Milan
622,car,Rome
4603,car,Milan
8450,car,London
8213,motorcycle,Madrid
3366,car,Milan
4859,car,Milan
4795,car,Madrid
2171,motorcycle,Milan
6704,motorcycle,Milan
2981,car,Rome
773,motorcycle,Milan
6836,car,Rome
6167,car,Milan
4526,car,Milan
1351,motorcycle,Milan
2901,car,Milan
5326,car,Rome
8215,car,Milan
1251,motorcycle,Milan
8080,car,Rome
4574,van,Madrid
8312,car,Milan
1470,car,Rome
7668,car,Milan
8145,car,Rome
5294,car,Rome
6769,car,Milan
2287,car,Rome
7009,motorcycle,Rome
5063,car,Milan
6723,car,Madrid
4096,car,Rome
6042,car,London
3584,car,Milan
915,car,London
4943,motorcycle,Milan
5256,car,Milan
165,car,London
623,car,Milan
2170,car,Milan
3131,car,Rome
6953,motorcycle,Milan
732,motorcycle,London
4727,car,Rome
2605,car,Rome
6718,car,Milan
2315,car,Madrid
1668,car,Milan
3440,car,Milan
4708,car,London
8631,car,Madrid
4301,car,Rome
3472,car,Madrid
735,car,London
5181,car,Milan
2145,car,Rome
6584,car,Milan
2839,car,Rome
4852,car,Milan
5796,car,Rome
1541,car,Rome
2620,car,Rome
4406,car,Rome
4705,car,Rome
8454,car,Milan
6860,car,Madrid
3918,car,London
6450,car,Milan
4633,car,Rome
1439,motorcycle,Milan
2290,car,Rome
6818,motorcycle,Milan
7214,car,Rome
7077,car,Milan
935,car,Rome
5170,car,Milan
2181,car,London
2624,car,Milan
6301,car,Madrid
3672,car,Milan
6981,motorcycle,London
847,van,Rome
1842,motorcycle,Milan
4468,car,Milan
4593,car,Milan
6101,car,Milan
1229,car,Milan
3945,car,Rome
864,car,London
351,van,Rome
3490,car,Rome
3557,car,Rome
6716,car,Milan
1335,car,Madrid
4830,car,Milan
1734,car,Milan
6201,car,London
8149,car,Milan
6640,motorcycle,Milan
5446,motorcycle,Milan
3434,car,Rome
7540,car,Madrid
6247,car,Milan
1427,car,Milan
860,car,London
504,car,London
70,car,London
4904,motorcycle,Milan
6838,car,Milan
791,car,Milan
1380,car,London
4645,car,Madrid
6523,car,Milan
7834,car,Milan
2788,motorcycle,Milan
7264,car,Rome
2241,car,Milan
5453,car,Rome
8187,motorcycle,Milan
8459,motorcycle,Madrid
7388,car,Rome
1408,car,Madrid
6957,car,Rome
2408,car,Rome
5938,car,Rome
2420,car,Milan
7179,car,Rome
8076,car,Milan
1869,car,Rome
695,car,Rome
1295,car,Milan
5323,car,Rome
5802,car,Milan
7950,car,Rome
7294,car,Milan
4385,car,London
2971,car,Milan
7343,car,Milan
8044,car,Milan
4154,car,Madrid
153,car,Milan
7555,car,Rome
1459,motorcycle,Milan
8042,car,Rome
7760,car,Rome
2417,car,Milan
1163,car,Madrid
6107,car,London
5313,car,Milan
4244,car,Milan
7968,motorcycle,London
3581,car,Rome
1460,car,Madrid
4692,car,Milan
403,car,Milan
6879,car,Milan
5047,car,Rome
5792,car,London
1670,car,Milan
4740,car,Milan
7399,motorcycle,Milan
7773,car,Milan
4991,car,London
865,car,Rome
584,car,Milan
2431,car,Rome
211,car,Milan
3732,car,Madrid
6308,van,Rome
546,car,London
1137,motorcycle,Milan
4964,motorcycle,Milan
6533,car,Madrid
5997,car,Milan
4492,van,Rome
769,motorcycle,Madrid
3762,car,Rome
4696,car,Madrid
7191,car,Rome
5748,car,Milan
30,car,Milan
8567,van,Milan
159,car,Rome
2190,car,Madrid
4479,car,Rome
7797,van,Milan
1687,car,Milan
6493,car,London
3548,car,Rome
1996,motorcycle,Rome
6578,car,Rome
113,car,Rome
884,car,Milan
1968,car,Milan
3237,car,London
2106,car,Rome
2661,car,London
2496,motorcycle,Milan
4792,car,Rome
7720,motorcycle,London
6469,car,Rome
4335,motorcycle,Rome
3697,car,Milan
5969,car,Milan
12,car,Madrid
2114,motorcycle,Rome
2016,car,Rome
5040,car,Milan
6861,motorcycle,Milan
2050,car,London
3191,motorcycle,Milan
6309,car,London
7558,car,Rome
2261,car,Madrid
7535,motorcycle,Rome
6899,car,London
7452,car,Rome
1423,car,Milan
8654,car,Rome
782,car,Rome
7096,car,Milan
3219,car,Milan
5509,motorcycle,Milan
2395,motorcycle,Rome
5438,motorcycle,Rome
2727,car,Rome
1067,car,Milan
7353,motorcycle,Madrid
5522,car,Milan
7194,car,Milan
2194,motorcycle,Milan
877,motorcycle,London
7606,car,London
4200,car,Milan
4691,motorcycle,Milan
6863,car,Rome
4243,motorcycle,Milan
3915,car,Rome
4431,motorcycle,Milan
3121,car,Madrid
8414,car,Rome
5212,car,London
4532,motorcycle,Rome
1318,car,Milan
8547,car,Madrid
706,car,Rome
7339,motorcycle,Milan
3148,motorcycle,Milan
2348,motorcycle,Madrid
1263,car,Milan
3391,motorcycle,Milan
3967,car,Milan
2731,car,Milan
8331,car,Madrid
2659,car,Milan
2353,car,Milan
6702,car,Milan
3397,car,London
5090,car,Milan
4110,car,Milan
4067,car,London
1206,car,Milan
4871,car,Milan
5226,car,Rome
2553,car,Rome
6025,car,Madrid
1041,motorcycle,Milan
7787,car,Milan
2613,motorcycle,Milan
8207,car,Milan
4999,motorcycle,Milan
6985,motorcycle,Milan
3246,car,London
4319,motorcycle,Milan
2792,car,Rome
4631,motorcycle,Milan
5935,car,Milan
1572,car,Milan
5525,car,London
5503,car,Milan
6907,car,Rome
4641,car,Madrid
8216,motorcycle,Rome
6703,motorcycle,Milan
3048,car,Milan
7116,car,Milan
8229,car,Madrid
2904,car,Rome
5113,car,Milan
919,car,Rome
4466,car,Rome
6300,motorcycle,London
7363,motorcycle,Milan
4556,car,Milan
2986,car,Milan
7070,motorcycle,Rome
2508,car,Rome
7987,car,Rome
3454,motorcycle,Milan
8452,car,Milan
2236,car,Rome
6980,car,Milan
6967,car,Milan
6198,car,Madrid
8479,car,Rome
5824,car,Milan
1676,car,London
8465,car,London
7945,car,Milan
5203,car,Milan
3257,car,Rome
1213,motorcycle,Milan
6991,car,Rome
3218,motorcycle,Milan
6084,car,Milan
7357,motorcycle,Milan
72,motorcycle,Milan
2526,car,Rome
3641,car,Milan
7051,car,London
2465,car,Rome
5183,motorcycle,Rome
190,motorcycle,Milan
3790,car,London
3182,van,Milan
2709,car,Milan
2249,car,Milan
7133,car,Rome
6535,car,London
4699,car,Rome
311,car,Rome
3216,car,Milan
2857,car,Rome
2923,car,Milan
7387,car,Rome
6544,car,Milan
4051,car,Rome
2113,car,Milan
4918,car,London
5073,car,Milan
6098,motorcycle,Milan
925,motorcycle,Milan
2655,motorcycle,Milan
1509,car,Madrid
3431,motorcycle,Milan
4737,motorcycle,London
1180,car,Rome
4097,car,Rome
2270,motorcycle,Milan
2941,car,Milan
7268,car,London
5519,car,Milan
5154,car,Rome
5451,car,Madrid
7605,car,Rome
5278,car,Madrid
4015,motorcycle,London
5598,car,Milan
6648,car,London
4572,motorcycle,Rome
5870,motorcycle,Milan
8220,car,Milan
4861,motorcycle,Milan
8509,car,Rome
3428,car,London
5075,car,Milan
6741,car,Milan
4823,car,Rome
3798,motorcycle,Milan
3002,car,Madrid
6823,car,Rome
8400,motorcycle,Madrid
4098,motorcycle,Madrid
7291,motorcycle,London
4481,motorcycle,Milan
7263,car,Madrid
5100,car,Milan
18,car,Rome
3722,car,Milan
1500,car,Rome
779,car,London
3415,car,Rome
6451,motorcycle,Madrid
1019,car,Milan
463,car,Rome
2671,car,Madrid
896,car,Madrid
1286,van,Rome
5838,car,Milan
3000,motorcycle,Milan
4093,car,London
3745,car,Rome
5982,car,Milan
3066,car,Rome
1233,car,Madrid
1104,car,Milan
6424,car,Milan
749,motorcycle,London
8221,car,Milan
5062,motorcycle,Rome
2919,motorcycle,Milan
4222,car,Madrid
2813,car,Rome
6982,van,Rome
4503,car,Rome
6848,car,Milan
4322,car,Milan
4829,motorcycle,London
7046,motorcycle,Milan
1006,car,Milan
4693,car,Milan
1182,car,Rome
3751,car,Madrid
8627,car,London
6091,car,Madrid
7849,car,Milan
6354,car,London
6966,motorcycle,Rome
2760,car,Milan
5020,car,London
7994,car,London
7993,car,Milan
2797,car,Rome
105,car,Milan
5777,car,Rome
3816,motorcycle,Madrid
7749,car,Rome
6152,motorcycle,Milan
1429,car,Milan
940,car,Rome
2985,car,Rome
3525,car,Milan
6090,van,Milan
7361,car,London
4892,car,Rome
8605,car,Milan
7517,car,Madrid
2328,car,London
1807,motorcycle,Milan
2885,car,Rome
5518,car,Madrid
5696,motorcycle,Rome
8054,motorcycle,Milan
8255,car,Milan
2005,car,Rome
4596,motorcycle,Milan
5832,car,Rome
2505,car,Rome
5746,car,Milan
1642,car,London
7628,car,London
1967,car,Milan
7761,car,London
3615,car,Milan
7774,motorcycle,Milan
4955,motorcycle,Milan
5642,car,London
7651,car,Milan
2040,car,Milan
780,car,Milan
5526,car,Milan
2230,car,London
2611,car,Rome
7369,car,Milan
5284,car,Rome
4255,car,Madrid
2632,motorcycle,Milan
337,car,London
5713,car,Milan
1275,car,Milan
4032,car,Milan
5224,car,London
827,car,Milan
5355,motorcycle,Milan
404,van,London
1391,car,Milan
1411,car,Rome
7364,car,London
3647,car,Milan
1442,car,Madrid
7121,car,Milan
6477,car,Rome
2432,motorcycle,Milan
310,van,Milan
8497,car,Madrid
1747,car,Rome
4951,car,Milan
7744,car,Milan
2089,car,Madrid
5322,car,Milan
5034,motorcycle,Milan
5560,car,Milan
7938,car,Rome
8455,car,Madrid
5636,motorcycle,Milan
811,car,Rome
3939,car,Milan
2710,car,Rome
7425,car,Milan
1908,car,Milan
1616,car,Rome
452,car,Rome
8445,car,Milan
4316,car,Madrid
3367,car,Milan
7087,car,Rome
8503,car,Milan
38,car,Rome
1257,car,Rome
2590,car,Madrid
6104,motorcycle,Milan
8506,car,Milan
8528,car,London
2604,car,London
8141,car,Madrid
1741,motorcycle,Madrid
5134,car,Milan
3448,car,Madrid
7469,car,Madrid
2361,car,Rome
5643,car,Rome
2132,car,Madrid
6530,motorcycle,Milan
3969,car,Rome
4372,car,Milan
7298,car,Milan
746,motorcycle,Milan
8205,motorcycle,Rome
2833,car,Milan
4873,car,London
5039,car,Milan
6901,car,Milan
5487,car,London
6476,car,Madrid
1234,motorcycle,London
6299,car,Milan
2795,motorcycle,Madrid
