id,quote_id,product_type,premium,taxes
19971,351,full,282.67,59.22
12571,3171,legal,25.0,1.71
3517,4115,full,182.7,38.28
26528,5578,full,386.66,81.0
29557,5724,legal,25.0,1.71
11088,781,breakdown,16.89,4.54
8447,7569,legal,,2.27
26520,314,legal,25.0,1.71
9260,3055,breakdown,22.9,5.09
12119,8002,breakdown,16.89,4.54
3768,5532,breakdown,16.89,4.54
23527,9540,breakdown,,5.09
5117,4760,legal,46.13,1.71
25893,1048,legal,37.5,2.02
27808,5422,full,101.2,21.2
27849,5057,legal,25.0,1.71
13875,5046,legal,30.0,1.71
23078,2876,breakdown,16.89,4.54
20169,5799,breakdown,16.89,4.54
21187,3834,breakdown,22.9,5.09
15587,2845,breakdown,16.89,4.54
5118,3389,full,183.09,38.36
22735,3161,full,367.77,77.04
3111,18,full,625.4,131.01
10202,7200,full,186.62,39.09
22412,2030,full,261.63,54.81
28240,2457,legal,25.0,1.71
18901,7193,breakdown,22.9,5.09
6305,7245,full,397.93,83.36
19715,3728,breakdown,16.89,4.54
8375,2549,legal,37.5,2.02
15274,4281,legal,37.5,2.02
6719,3730,legal,25.0,1.71
20117,4897,breakdown,22.9,5.09
19284,3030,legal,37.5,2.02
24345,3831,full,330.59,69.25
23953,5004,breakdown,16.89,4.54
20321,7182,breakdown,16.89,4.54
19714,6373,breakdown,22.9,5.09
14964,4589,breakdown,16.89,4.54
17180,3606,full,212.87,44.6
5596,4620,legal,25.0,1.71
20580,4207,legal,25.0,1.71
28592,8542,full,247.24,51.79
13796,2506,full,485.42,101.69
10965,3789,legal,37.5,2.02
27031,3218,breakdown,16.89,4.54
19369,9605,legal,69.23,2.27
12870,6460,legal,37.5,2.02
17702,5247,full,320.51,67.14
1786,1160,full,448.37,93.93
26384,3470,full,490.73,102.8
9897,4566,full,489.01,102.44
2552,9015,legal,37.5,2.02
17457,7012,full,309.02,64.74
13950,7439,legal,25.0,1.71
12983,8130,full,619.34,129.74
6870,4740,full,118.17,24.76
4750,4096,legal,25.0,1.71
13856,1225,full,1495.16,313.22
2034,5506,breakdown,16.89,4.54
3522,1929,full,493.54,103.39
9078,2913,breakdown,16.89,4.54
15638,2637,legal,46.13,1.71
6944,146,full,250.47,52.47
7918,6232,legal,37.5,2.02
1220,2451,breakdown,22.9,5.09
17996,8497,legal,25.0,1.71
26450,2454,breakdown,22.9,5.09
21906,2785,full,263.23,55.14
7570,3109,full,195.85,41.03
6985,3162,full,462.47,96.89
5531,9919,legal,30.0,1.71
11540,7256,legal,37.5,2.02
3227,9675,breakdown,16.89,4.54
16062,471,breakdown,16.89,4.54
1539,6905,legal,69.23,2.27
10817,9318,legal,25.0,1.71
14835,6821,full,213.2,44.66
29991,3749,breakdown,16.89,4.54
22558,3559,legal,25.0,1.71
14040,5597,legal,25.0,1.71
18775,6963,full,465.39,97.49
2711,7793,legal,25.0,1.71
27315,4944,full,222.62,46.64
25128,6175,legal,25.0,1.71
28740,3181,full,200.35,41.97
12412,7171,legal,25.0,1.71
8163,7009,legal,25.0,1.71
11118,9705,breakdown,22.9,5.09
28585,954,legal,25.0,1.71
9609,6953,full,343.51,71.96
18234,2689,legal,25.0,1.71
21343,9378,legal,25.0,1.71
4286,2038,breakdown,16.89,4.54
27899,8469,breakdown,16.89,4.54
8221,8528,full,318.44,66.71
10728,6672,full,190.09,39.82
1745,1776,breakdown,16.89,4.54
15933,7374,full,250.06,52.39
13045,1799,breakdown,16.89,4.54
7505,1605,legal,25.0,1.71
4908,517,breakdown,22.9,5.09
12769,47,full,152.23,31.89
4596,5635,full,982.34,205.79
13679,5975,full,575.24,120.51
2644,4428,legal,25.0,1.71
27966,1966,legal,25.0,1.71
17279,7573,breakdown,16.89,4.54
10351,4691,breakdown,16.89,4.54
938,2950,breakdown,16.89,4.54
27146,9188,legal,25.0,1.71
4455,7115,full,229.47,48.07
6064,9524,full,256.69,53.77
11042,7439,breakdown,16.89,4.54
19191,2574,breakdown,16.89,4.54
13762,393,breakdown,16.89,4.54
14975,979,breakdown,22.9,5.09
5980,5879,full,171.53,35.94
21653,8033,legal,25.0,1.71
23494,9695,breakdown,22.9,5.09
20102,9347,full,519.23,108.77
25502,2887,breakdown,16.89,4.54
9941,9654,breakdown,22.9,5.09
21407,1872,full,361.77,75.78
2776,7829,breakdown,16.89,4.54
5635,6005,full,479.82,100.52
10275,3533,legal,25.0,1.71
3869,7758,breakdown,22.9,5.09
16838,5934,breakdown,16.89,4.54
12038,9109,full,379.5,79.5
8672,2598,full,201.8,42.28
9790,4606,full,153.41,32.14
28362,4351,breakdown,16.89,4.54
23124,7419,breakdown,22.9,5.09
8462,6878,full,346.63,72.61
26421,6649,full,615.24,128.89
23117,4572,breakdown,16.89,4.54
19568,1847,legal,37.5,2.02
23209,9130,full,805.02,168.64
8531,439,full,316.25,66.25
16242,8402,breakdown,16.89,4.54
2944,5410,full,394.73,82.69
17170,4262,full,1273.87,266.86
14138,5620,breakdown,16.89,4.54
18098,6660,breakdown,22.9,5.09
25855,6439,full,349.19,73.15
11880,9185,breakdown,16.89,4.54
16679,2899,legal,25.0,1.71
18599,5148,breakdown,16.89,4.54
23996,7167,full,331.27,69.4
26814,2991,full,150.32,31.49
16983,7969,legal,37.5,2.02
4141,6582,full,270.8,56.73
9102,6867,full,505.47,105.89
8351,625,full,173.21,36.29
819,5393,legal,25.0,1.71
24554,8293,breakdown,22.9,5.09
29751,6837,breakdown,32.4,6.5
5665,6728,breakdown,16.89,4.54
14003,2327,legal,25.0,1.71
25096,4847,full,150.32,31.49
19074,4764,legal,25.0,1.71
24356,2349,breakdown,16.89,4.54
7326,591,legal,37.5,2.02
27030,6449,legal,25.0,1.71
15132,404,breakdown,16.89,4.54
28694,7311,breakdown,16.89,4.54
15931,6879,legal,46.13,1.71
20843,3074,breakdown,22.9,5.09
15160,134,legal,25.0,1.71
6796,1867,legal,46.13,1.71
28933,2538,breakdown,16.89,4.54
25584,2629,full,356.89,74.76
22973,9578,legal,25.0,1.71
10900,8830,full,632.92,132.59
15654,7036,legal,37.5,2.02
18715,3721,breakdown,16.89,4.54
23793,9334,legal,25.0,1.71
8888,1416,breakdown,16.89,4.54
9137,6964,breakdown,16.89,4.54
2578,1663,full,444.08,93.03
24171,3502,breakdown,16.89,4.54
14167,959,breakdown,22.9,5.09
15500,4236,breakdown,22.9,5.09
20354,5940,breakdown,16.89,4.54
393,6666,legal,46.13,1.71
11236,5032,full,169.37,35.48
16351,3516,breakdown,16.89,4.54
27610,1612,full,218.43,45.76
9967,3885,breakdown,22.9,5.09
135,8791,full,235.96,49.43
15932,605,full,440.62,92.3
10657,2525,breakdown,22.9,5.09
29376,6574,full,546.08,114.4
20229,3605,legal,25.0,1.71
29279,8904,legal,45.0,2.08
5181,3365,legal,25.0,1.71
14396,9343,full,186.78,39.13
12019,9032,breakdown,22.9,5.09
5646,6212,legal,25.0,1.71
23831,6535,legal,46.13,1.71
17165,4518,legal,25.0,1.71
120,4478,breakdown,16.89,4.54
15315,1258,legal,25.0,1.71
8331,5021,legal,25.0,1.71
19789,4926,full,549.48,115.11
17525,3855,full,179.55,37.62
2252,836,legal,25.0,1.71
2408,8200,full,1426.92,298.92
10070,8909,breakdown,16.89,4.54
9287,4692,breakdown,16.89,4.54
17425,3488,full,364.5,76.36
10478,8052,full,553.93,116.04
26333,9285,breakdown,16.89,4.54
6879,9993,breakdown,16.89,4.54
1595,4980,full,483.07,101.2
28532,6973,full,394.87,82.72
22203,2713,legal,25.0,1.71
4765,9432,breakdown,22.9,5.09
18335,6089,breakdown,16.89,4.54
1083,6154,legal,37.5,2.02
12136,6265,breakdown,25.9,5.91
29716,7902,breakdown,16.89,4.54
2890,8601,full,101.2,21.2
6795,1296,legal,37.5,2.02
336,7347,legal,37.5,2.02
17328,7717,legal,25.0,1.71
29693,7120,breakdown,22.9,5.09
18858,789,legal,25.0,1.71
21569,3978,full,1112.17,232.98
21546,7271,legal,25.0,1.71
21937,2555,breakdown,22.9,5.09
21847,9981,full,101.2,21.2
16356,2582,breakdown,16.89,4.54
15761,619,breakdown,22.9,5.09
1285,9300,breakdown,22.9,5.09
12556,9295,breakdown,16.89,4.54
5084,5188,legal,25.0,1.71
3983,4825,legal,25.0,1.71
4602,6229,full,101.2,21.2
4058,4234,breakdown,22.9,5.09
25884,8970,legal,25.0,1.71
8496,9421,breakdown,16.89,4.54
25038,2095,legal,25.0,1.71
19751,6397,legal,25.0,1.71
29992,6840,legal,25.0,1.71
16205,1274,legal,37.5,2.02
21614,9641,breakdown,16.89,4.54
14647,9982,full,184.95,38.74
29761,150,breakdown,16.89,4.54
15685,7687,legal,37.5,2.02
20406,7850,breakdown,16.89,4.54
10162,3647,full,459.46,96.25
5694,7411,breakdown,16.89,4.54
23096,5421,breakdown,16.89,4.54
29045,3784,breakdown,16.89,4.54
4989,9621,legal,25.0,1.71
11737,3089,legal,25.0,1.71
9693,9160,legal,37.5,2.02
15448,6526,breakdown,16.89,4.54
29584,5164,legal,25.0,1.71
217,5036,breakdown,16.89,4.54
92,1451,breakdown,16.89,4.54
2053,6463,breakdown,25.9,5.91
7092,2259,breakdown,16.89,4.54
19122,6534,legal,46.13,1.71
22519,4182,full,304.13,63.71
28079,6288,full,392.24,82.17
13283,1791,full,287.19,60.16
6564,4152,breakdown,16.89,4.54
15774,19,legal,37.5,2.02
7772,6948,breakdown,16.89,4.54
6164,7165,full,391.14,81.94
22255,2328,full,387.91,81.26
11149,9990,breakdown,22.9,5.09
16798,3091,breakdown,16.89,4.54
9558,2510,full,513.26,107.52
8820,8469,full,254.95,53.41
2671,8595,legal,25.0,1.71
26673,718,breakdown,22.9,5.09
5211,1001,breakdown,16.89,4.54
4235,9322,full,960.21,201.15
17828,7046,breakdown,16.89,4.54
20524,7716,full,349.03,73.12
6504,6551,legal,37.5,2.02
15553,6013,full,427.43,89.54
29602,6009,full,238.29,49.92
20081,904,full,327.41,68.59
19601,2805,breakdown,16.89,4.54
1932,3458,breakdown,16.89,4.54
16867,7923,full,328.26,68.77
18439,8417,full,172.87,36.22
12154,7955,full,849.69,178.0
5318,6694,legal,46.13,1.71
24154,1607,legal,69.23,2.27
27446,110,legal,25.0,1.71
962,3303,breakdown,16.89,4.54
15981,423,breakdown,16.89,4.54
16316,6134,full,405.49,84.95
10729,8316,legal,25.0,1.71
14351,2463,legal,25.0,1.71
21691,1359,full,1325.32,277.64
18165,717,legal,30.0,1.71
29850,6649,breakdown,22.9,5.09
1473,617,legal,25.0,1.71
10589,299,breakdown,16.89,4.54
4384,744,breakdown,16.89,4.54
25823,1100,full,154.93,32.46
26167,6861,full,324.75,68.03
6824,2893,legal,25.0,1.71
1803,8104,breakdown,22.9,5.09
17098,3723,legal,37.5,2.02
20423,4534,breakdown,16.89,4.54
10213,908,breakdown,16.89,4.54
24596,8711,full,1192.51,249.81
6621,9260,full,333.4,69.84
26809,4476,full,248.76,52.11
14181,9679,full,379.5,79.5
2807,5454,full,1426.92,298.92
29863,2735,breakdown,16.89,4.54
17387,1561,legal,37.5,2.02
13927,5071,legal,25.0,1.71
4428,6652,breakdown,16.89,4.54
2054,769,full,175.1,36.68
21819,9251,full,172.52,36.14
14289,5320,legal,25.0,1.71
18251,9688,full,646.96,135.53
20049,6940,legal,25.0,1.71
6387,907,legal,25.0,1.71
27676,4079,breakdown,16.89,4.54
28366,6024,full,1125.29,235.73
10620,8515,breakdown,16.89,4.54
27068,9175,full,196.6,41.19
27253,3937,full,396.66,83.09
16839,5951,breakdown,16.89,4.54
12851,6679,full,178.72,37.44
29186,465,breakdown,16.89,4.54
28705,8810,legal,37.5,2.02
18953,9084,breakdown,16.89,4.54
6708,6445,legal,25.0,1.71
12589,8584,full,333.5,69.86
3259,6084,full,385.16,80.69
28435,3731,breakdown,22.9,5.09
15222,1936,breakdown,16.89,4.54
9949,2851,full,227.36,47.63
14,2512,legal,25.0,1.71
20114,5206,full,604.71,126.68
8537,8526,full,414.97,86.93
9704,4979,legal,37.5,2.02
26233,6700,full,241.13,50.51
13892,8996,full,359.18,75.24
21000,6017,legal,25.0,1.71
19006,8666,full,638.51,133.76
1258,310,full,113.85,23.85
7464,4887,full,148.8,31.17
16717,5183,legal,25.0,1.71
10346,26,full,690.72,144.69
8979,631,legal,37.5,2.02
6929,9652,breakdown,16.89,4.54
26882,5156,breakdown,16.89,4.54
21787,3450,legal,46.13,1.71
25789,2849,breakdown,16.89,4.54
27651,3202,full,200.7,42.05
21202,966,legal,25.0,1.71
1766,6954,full,279.66,58.58
16327,4801,full,183.25,38.39
18328,2830,breakdown,16.89,4.54
19904,2820,breakdown,16.89,4.54
29952,1666,full,156.58,32.8
1162,5047,full,247.69,51.89
1671,5095,legal,25.0,1.71
15567,3853,full,595.43,124.73
6317,4078,legal,25.0,1.71
14612,2349,legal,25.0,1.71
28031,7557,breakdown,16.89,4.54
10121,9204,legal,25.0,1.71
9743,8724,legal,25.0,1.71
29879,9691,full,546.26,114.43
10087,9866,full,220.87,46.27
23687,4627,breakdown,16.89,4.54
21667,9505,full,213.73,44.78
3238,2448,full,152.23,31.89
9124,7614,breakdown,16.89,4.54
28428,8531,full,246.14,51.56
16276,9980,full,101.2,21.2
16376,7988,legal,25.0,1.71
24410,1504,full,172.87,36.22
7337,7513,legal,25.0,1.71
14125,5917,legal,37.5,2.02
14874,343,legal,25.0,1.71
20196,2974,legal,25.0,1.71
26572,2496,legal,46.13,1.71
22585,5476,breakdown,16.89,4.54
20737,8669,legal,46.13,1.71
21208,5739,full,846.34,177.3
14267,2340,legal,25.0,1.71
22253,2887,legal,25.0,1.71
29893,505,breakdown,16.89,4.54
10405,3294,full,101.2,21.2
1320,5980,full,537.22,112.54
17962,2955,full,528.13,110.64
16740,7686,legal,25.0,1.71
12047,5961,full,376.33,78.84
12759,1693,full,561.07,117.54
19640,4301,legal,46.13,1.71
13612,9138,legal,37.5,2.02
7461,398,legal,25.0,1.71
13928,7257,legal,46.13,1.71
1775,7999,breakdown,22.9,5.09
2912,429,legal,37.5,2.02
1102,4978,legal,37.5,2.02
24086,1425,full,216.74,45.4
24147,7946,legal,25.0,1.71
11072,8819,breakdown,16.89,4.54
21781,2772,breakdown,16.89,4.54
9926,8667,full,597.81,125.23
10823,284,full,196.12,41.09
19256,4656,full,250.25,52.43
8660,1763,legal,25.0,1.71
9134,1382,breakdown,22.9,5.09
9142,3943,breakdown,16.89,4.54
11257,9106,legal,25.0,1.71
24486,9523,full,152.23,31.89
20774,4077,legal,25.0,1.71
12435,6161,breakdown,16.89,4.54
23488,1253,full,237.46,49.75
1518,7327,legal,69.23,2.27
28190,9046,full,373.25,78.19
12521,7064,breakdown,16.89,4.54
11222,9232,legal,25.0,1.71
27932,9589,breakdown,16.89,4.54
16762,6770,full,113.85,23.85
23054,6904,legal,45.0,2.08
10444,565,legal,46.13,1.71
3012,6799,full,220.44,46.18
22186,5389,full,535.47,112.18
27505,5643,full,421.71,88.35
4744,3231,breakdown,22.9,5.09
10040,8525,legal,25.0,1.71
22476,8724,breakdown,16.89,4.54
8608,387,breakdown,16.89,4.54
22173,8343,full,208.7,43.72
4552,120,breakdown,16.89,4.54
8728,7909,legal,25.0,1.71
409,6187,legal,25.0,1.71
17412,3839,breakdown,22.9,5.09
6437,440,legal,37.5,2.02
9623,117,breakdown,16.89,4.54
20352,2307,full,280.01,58.66
3447,1451,legal,25.0,1.71
21783,7264,full,671.77,140.73
28881,9962,full,590.6,123.72
7211,2070,full,296.87,62.19
15395,4883,full,199.77,41.85
22269,3155,breakdown,16.89,4.54
23363,3308,legal,69.23,2.27
28226,5672,breakdown,16.89,4.54
26565,8604,legal,25.0,1.71
22808,3608,full,164.59,34.48
20161,4295,full,1050.16,220.0
9047,3366,breakdown,22.9,5.09
15032,4947,breakdown,16.89,4.54
20917,2340,full,343.98,72.06
25609,4446,legal,37.5,2.02
7317,9918,legal,30.0,1.71
29647,2027,legal,25.0,1.71
7627,4023,legal,37.5,2.02
3138,9354,breakdown,16.89,4.54
4325,5540,breakdown,16.89,4.54
26786,6296,legal,25.0,1.71
753,5936,legal,25.0,1.71
8394,8414,legal,25.0,1.71
12966,7082,full,101.2,21.2
12068,5350,full,414.86,86.91
3530,2795,legal,25.0,1.71
24771,3614,legal,25.0,1.71
14038,3952,full,233.88,48.99
27341,4802,full,226.7,47.49
23988,1037,breakdown,16.89,4.54
6996,4554,full,291.25,61.02
29479,2600,full,818.1,171.38
14190,4675,legal,46.13,1.71
27905,6177,full,287.57,60.24
21167,4998,breakdown,22.9,5.09
26934,6021,breakdown,16.89,4.54
21051,8464,full,341.15,71.47
16602,5508,full,250.47,52.47
1447,41,legal,46.13,1.71
21964,8721,full,599.37,125.56
19289,7064,full,172.87,36.22
5677,8139,breakdown,16.89,4.54
24826,4872,full,316.52,66.31
7452,4737,legal,25.0,1.71
24381,665,full,689.33,144.41
10153,262,legal,30.0,1.71
25238,6443,breakdown,16.89,4.54
892,1203,full,455.08,95.33
22712,6057,legal,46.13,1.71
21535,8595,full,376.11,78.79
22991,8140,full,402.49,84.32
15136,7202,legal,45.0,2.08
27305,585,full,523.87,109.74
20522,8034,breakdown,16.89,4.54
4783,5048,breakdown,16.89,4.54
17022,9196,breakdown,16.89,4.54
3383,6765,legal,37.5,2.02
25431,8382,legal,46.13,1.71
1446,2112,legal,25.0,1.71
6947,4055,full,458.29,96.01
22296,1128,breakdown,16.89,4.54
21813,3517,legal,30.0,1.71
16859,9677,full,263.55,55.21
4784,9319,full,286.25,59.97
4368,2333,full,332.69,69.69
3316,9833,breakdown,16.89,4.54
4670,3830,legal,37.5,2.02
19257,1933,legal,25.0,1.71
12240,557,full,190.09,39.82
19886,6689,full,336.32,70.46
28388,6266,legal,25.0,1.71
365,3238,breakdown,22.9,5.09
29261,7152,breakdown,16.89,4.54
29694,5343,legal,25.0,1.71
23411,4051,breakdown,22.9,5.09
12287,8089,breakdown,16.89,4.54
20932,5692,legal,37.5,2.02
24233,5809,legal,37.5,2.02
16372,3305,full,286.39,59.99
29095,3321,full,152.23,31.89
28166,2407,legal,37.5,2.02
17129,499,breakdown,16.89,4.54
810,7928,full,501.34,105.03
5509,4381,breakdown,16.89,4.54
22711,4064,breakdown,16.89,4.54
17373,4113,legal,37.5,2.02
20413,5433,full,452.2,94.73
27135,6927,legal,25.0,1.71
19097,5031,legal,25.0,1.71
22599,8918,full,113.85,23.85
23431,1361,full,279.65,58.58
22408,6321,legal,25.0,1.71
28588,1933,full,171.16,35.85
808,3539,full,152.63,31.98
1702,7819,breakdown,16.89,4.54
24456,1503,breakdown,16.89,4.54
24097,1444,breakdown,16.89,4.54
28857,4128,full,331.77,69.5
1895,3324,full,691.72,144.91
28446,9458,legal,25.0,1.71
26959,6754,full,150.32,31.49
4261,6044,full,379.5,79.5
9643,7285,full,351.53,73.64
8191,8493,breakdown,16.89,4.54
17140,376,legal,25.0,1.71
29734,9320,legal,37.5,2.02
11967,3335,full,443.09,92.82
21518,2554,legal,37.5,2.02
19407,2666,full,1009.46,211.47
29411,8812,full,392.85,82.3
25614,7119,full,316.89,66.38
26911,4393,legal,25.0,1.71
14667,8262,legal,25.0,1.71
3470,1848,legal,25.0,1.71
13738,7879,legal,25.0,1.71
21172,6320,legal,25.0,1.71
14738,7646,full,195.68,40.99
6827,8301,full,432.34,90.57
27886,3419,full,577.13,120.9
803,3418,breakdown,22.9,5.09
21044,9126,breakdown,16.89,4.54
3792,7532,full,312.83,65.54
5762,7265,breakdown,16.89,4.54
18714,2143,legal,25.0,1.71
1552,2568,full,244.66,51.26
21484,8408,legal,25.0,1.71
10664,8602,legal,46.13,1.71
2156,7195,legal,25.0,1.71
24503,2571,breakdown,16.89,4.54
28422,9751,full,198.33,41.55
26705,2887,full,234.03,49.03
17360,968,legal,25.0,1.71
19980,762,breakdown,16.89,4.54
16923,356,full,303.69,63.62
3198,9410,breakdown,22.9,5.09
28228,3856,breakdown,16.89,4.54
13314,5138,full,267.12,55.96
25446,8858,full,387.33,81.14
16069,9419,full,227.7,47.7
6267,1606,legal,25.0,1.71
1113,7848,legal,25.0,1.71
4367,5086,none,169.37,35.48
1489,229,legal,25.0,1.71
16955,1156,full,476.7,99.86
22663,4841,legal,30.0,1.71
25635,1043,full,381.99,80.03
24724,3766,breakdown,16.89,4.54
9046,7308,full,101.2,21.2
17145,6522,full,255.73,53.57
20776,2217,breakdown,16.89,4.54
6505,386,full,388.88,81.46
7606,8526,breakdown,16.89,4.54
5844,392,legal,25.0,1.71
11410,6323,legal,25.0,1.71
2625,2852,full,1175.69,246.29
26727,4349,legal,45.0,2.08
5021,506,full,251.73,52.73
19600,3080,legal,25.0,1.71
16851,3001,legal,25.0,1.71
18649,5029,full,225.77,47.3
10401,4657,full,434.06,90.93
2889,4742,legal,37.5,2.02
24457,5557,legal,92.32,2.83
27786,8086,legal,37.5,2.02
27895,4951,legal,25.0,1.71
14575,8494,full,165.85,34.75
6836,2255,breakdown,16.89,4.54
20899,7015,full,331.48,69.44
21843,649,breakdown,16.89,4.54
11140,4482,full,316.58,66.32
6634,4999,full,980.59,205.42
13513,1855,breakdown,16.89,4.54
5734,518,breakdown,22.9,5.09
26688,9510,legal,25.0,1.71
5788,5102,breakdown,16.89,4.54
27677,1248,legal,25.0,1.71
3601,675,breakdown,32.4,6.5
10515,3628,full,620.23,129.93
117,193,breakdown,22.9,5.09
24882,710,legal,25.0,1.71
7050,7863,full,233.41,48.89
15973,9681,legal,25.0,1.71
10931,7683,full,719.43,150.71
4171,671,breakdown,16.89,4.54
25918,7293,legal,69.23,2.27
5196,2003,full,563.9,118.13
1571,9471,breakdown,22.9,5.09
29355,4179,full,101.2,21.2
6286,1562,full,152.63,31.98
7959,7003,legal,30.0,1.71
24095,2236,legal,25.0,1.71
29427,2861,breakdown,16.89,4.54
9835,2730,full,641.73,134.44
11534,4059,legal,25.0,1.71
5888,3856,legal,25.0,1.71
26595,2964,full,430.86,90.26
16308,8073,legal,37.5,2.02
28977,3749,legal,25.0,1.71
24001,6735,legal,46.13,1.71
29108,5319,breakdown,16.89,4.54
8619,1660,breakdown,16.89,4.54
15836,6402,full,301.14,63.09
27133,8514,legal,69.23,2.27
11732,4235,full,388.12,81.31
13902,1915,full,243.05,50.92
29037,9429,legal,46.13,1.71
15664,1419,legal,30.0,1.71
19308,5181,breakdown,22.9,5.09
25538,2885,legal,25.0,1.71
471,2535,legal,37.5,2.02
6962,9752,legal,25.0,1.71
11699,7370,breakdown,16.89,4.54
7755,1390,full,258.6,54.17
26190,2133,breakdown,16.89,4.54
20353,9079,legal,25.0,1.71
29394,5447,full,112.85,23.64
27743,2493,breakdown,22.9,5.09
15320,1607,breakdown,16.89,4.54
19505,6237,full,150.32,31.49
18193,9091,full,722.13,151.28
13947,9206,full,341.19,71.48
25908,1787,legal,37.5,2.02
646,405,legal,46.13,1.71
944,3066,full,150.32,31.49
6501,770,legal,25.0,1.71
11743,6735,full,348.02,72.91
4311,6789,legal,46.13,1.71
26086,7424,breakdown,16.89,4.54
2652,5896,breakdown,16.89,4.54
4074,7361,breakdown,22.9,5.09
23670,1679,legal,25.0,1.71
22384,4843,full,296.72,62.16
13028,5277,legal,25.0,1.71
16523,2477,full,278.63,58.37
17783,2288,full,245.69,51.47
5391,8055,legal,25.0,1.71
25267,5165,full,190.0,39.8
3808,148,legal,25.0,1.71
8293,905,legal,25.0,1.71
10030,6044,legal,37.5,2.02
25376,3838,legal,37.5,2.02
10780,3949,full,374.81,78.52
14708,327,breakdown,16.89,4.54
26562,3950,full,152.23,31.89
11672,593,full,499.64,104.66
27723,5134,legal,25.0,1.71
12545,6503,full,242.24,50.75
26994,9487,breakdown,22.9,5.09
6400,5705,legal,25.0,1.71
8144,2371,breakdown,22.9,5.09
9516,6988,full,162.08,33.95
28252,4909,legal,25.0,1.71
4497,3360,breakdown,16.89,4.54
5522,3479,breakdown,16.89,4.54
7375,4402,breakdown,16.89,4.54
11370,5411,breakdown,16.89,4.54
1418,1945,full,492.24,103.12
7469,1039,legal,25.0,1.71
13996,2988,legal,37.5,2.02
174,4021,breakdown,16.89,4.54
13444,8517,full,451.71,94.62
23001,5902,breakdown,16.89,4.54
1889,7572,breakdown,16.89,4.54
24257,6058,breakdown,16.89,4.54
20458,136,legal,25.0,1.71
7077,8801,breakdown,16.89,4.54
21385,4,full,244.59,51.24
16719,3637,breakdown,22.9,5.09
10821,1511,full,623.58,130.63
2857,6202,full,245.43,51.41
27618,9928,breakdown,16.89,4.54
10305,4339,full,192.17,40.26
23500,1315,legal,25.0,1.71
28863,3432,legal,25.0,1.71
22628,3439,legal,46.13,1.71
24729,4774,legal,25.0,1.71
8783,4838,legal,25.0,1.71
16383,776,full,845.95,177.22
7948,8648,breakdown,16.89,4.54
7129,6999,breakdown,16.89,4.54
18152,2188,legal,25.0,1.71
12075,6068,legal,25.0,1.71
11418,2798,full,176.99,37.08
12624,8362,legal,25.0,1.71
15743,1637,legal,25.0,1.71
26463,8097,breakdown,16.89,4.54
2859,7773,legal,46.13,1.71
26085,5365,breakdown,22.9,5.09
645,2952,breakdown,22.9,5.09
6247,2683,full,355.37,74.45
7378,1202,breakdown,16.89,4.54
714,5500,legal,25.0,1.71
7778,1221,full,150.32,31.49
23135,5716,breakdown,16.89,4.54
9041,7481,legal,92.32,2.83
26073,3164,legal,46.13,1.71
3652,7314,legal,25.0,1.71
26879,6448,legal,37.5,2.02
26716,4415,legal,37.5,2.02
20731,6189,legal,37.5,2.02
29117,907,breakdown,16.89,4.54
6601,5066,legal,25.0,1.71
6940,3158,legal,25.0,1.71
6644,8982,legal,25.0,1.71
10809,2562,breakdown,16.89,4.54
5816,7147,full,443.44,92.9
24158,1156,legal,30.0,1.71
15430,6872,breakdown,16.89,4.54
27694,9808,breakdown,16.89,4.54
12241,2449,legal,25.0,1.71
716,8247,full,453.28,94.96
11278,4983,legal,25.0,1.71
6502,1124,legal,25.0,1.71
605,9283,full,177.31,37.15
17261,2580,breakdown,16.89,4.54
19307,3051,breakdown,16.89,4.54
23102,4619,full,528.62,110.74
29814,5795,breakdown,16.89,4.54
4073,9890,full,305.27,63.95
24338,5886,full,336.82,70.56
26616,9443,legal,46.13,1.71
9282,9994,legal,25.0,1.71
3630,8443,full,228.31,47.83
16191,2636,full,485.0,101.6
1349,4681,breakdown,22.9,5.09
21509,5336,breakdown,16.89,4.54
1976,9651,legal,25.0,1.71
10627,8299,full,152.23,31.89
19374,1512,full,1207.23,252.9
25990,5933,legal,25.0,1.71
19764,7816,legal,25.0,1.71
22376,5695,legal,25.0,1.71
16866,5161,legal,25.0,1.71
29891,7932,legal,46.13,1.71
20871,5289,legal,37.5,2.02
15336,9604,legal,37.5,2.02
18777,3790,full,139.15,29.15
7888,4095,breakdown,16.89,4.54
20925,1747,full,455.95,95.51
16737,9996,full,313.72,65.72
1472,7883,breakdown,16.89,4.54
7138,1570,breakdown,16.89,4.54
2370,1702,full,223.45,46.81
21134,3294,breakdown,22.9,5.09
22893,2975,breakdown,22.9,5.09
16828,5971,breakdown,16.89,4.54
768,6014,breakdown,16.89,4.54
11496,5196,breakdown,16.89,4.54
15726,400,breakdown,16.89,4.54
24645,6023,legal,25.0,1.71
9617,7994,full,271.72,56.92
25073,4121,legal,25.0,1.71
25200,7157,full,485.63,101.73
16792,233,legal,25.0,1.71
2855,402,breakdown,16.89,4.54
7577,9857,legal,37.5,2.02
9400,835,legal,25.0,1.71
28104,6105,legal,25.0,1.71
2446,4558,breakdown,16.89,4.54
23297,5736,legal,25.0,1.71
1461,8921,full,101.2,21.2
8044,614,breakdown,16.89,4.54
24616,8766,legal,69.23,2.27
18361,663,legal,25.0,1.71
4906,4132,full,281.41,58.95
28614,1521,full,124.4,26.06
